,gene,score,logFC,pval,pval_adj,cluster
358,F13A1,6.9807377,,2.9363384745248254e-12,3.365926895738123e-11,0
359,APOBR,6.922708,,4.430910167022964e-12,5.031125657733167e-11,0
360,IRF8,6.9167705,,4.620560179933388e-12,5.2340921094858635e-11,0
361,LFNG,6.88249,,5.881523469659765e-12,6.615680848893643e-11,0
362,DENND5A,6.878457,,6.050423288834218e-12,6.789762396324942e-11,0
363,INSR,6.8455215,,7.619791232564121e-12,8.511129602326854e-11,0
364,H2AFJ,6.8352146,,8.188227026470782e-12,9.124838609777069e-11,0
365,PISD,6.7937646,,1.0924445948930269e-11,1.2117809213097477e-10,0
366,AC008533.1,6.787043,,1.1445498452401031e-11,1.2666527434765472e-10,0
367,H1F0,6.7690067,,1.2966944407680451e-11,1.431729517013545e-10,0
368,GGA3,6.7649736,,1.3333329375705575e-11,1.468806903475089e-10,0
369,DOK2,6.761949,,1.3614753452926771e-11,1.4963766781328896e-10,0
370,FBN2,6.7504106,,1.4742761749947314e-11,1.6129723162869466e-10,0
371,CARD19,6.7348385,,1.6411203161219086e-11,1.787369813681072e-10,0
372,DSE,6.7236357,,1.7724504342276316e-11,1.9260360714016548e-10,0
373,GAPT,6.719267,,1.8264119909997528e-11,1.980193406946233e-10,0
374,AC103591.3,6.6564198,,2.80578347623742e-11,3.028354614914231e-10,0
375,U3-43,6.636479,,3.212649509160422e-11,3.4597209848649113e-10,0
376,CLMN,6.620459,,3.580851852554659e-11,3.847613299288597e-10,0
377,RAB8B,6.619227,,3.6108269632047486e-11,3.87116113934652e-10,0
378,FRY,6.605111,,3.9721875008860374e-11,4.2490905493887835e-10,0
379,HLA-DPA1,6.5899878,,4.398630863910542e-11,4.67403186711556e-10,0
380,IL1RN,6.5707192,,5.0072866239133994e-11,5.309050254890962e-10,0
381,CDKN1A,6.5216513,,6.953756825310815e-11,7.324318866659614e-10,0
382,RNU4ATAC,6.5156016,,7.239882436054404e-11,7.609005544938578e-10,0
383,MARC1,6.4979014,,8.144810515895088e-11,8.522772311077147e-10,0
384,FGD2,6.4181385,,1.3795093218116126e-10,1.4279705329011154e-09,0
385,FUOM,6.4153376,,1.405111314922551e-10,1.451344009800648e-09,0
386,SLC27A3,6.4062634,,1.4912922757153365e-10,1.5337637687924544e-09,0
387,F5,6.351146,,2.1371656174584569e-10,2.1886580939558566e-09,0
388,SERTAD2,6.337927,,2.328771883956963e-10,2.37980667205219e-09,0
389,SLC40A1,6.32538,,2.526102733646834e-10,2.575981195266613e-09,0
390,ARRDC4,6.313169,,2.7337870161944835e-10,2.781859965843666e-09,0
391,GSN,6.30936,,2.801915689024242e-10,2.8451587852819098e-09,0
392,HLA-DMA,6.305327,,2.8758589325598806e-10,2.914082374068588e-09,0
393,ADAP1,6.288075,,3.214267560456829e-10,3.236504631629801e-09,0
394,RNF24,6.2285886,,4.706558752029655e-10,4.709500351249675e-09,0
395,CTSC,6.2163777,,5.087626869149251e-10,5.080222838362547e-09,0
396,CD151,6.20271,,5.549892187390492e-10,5.5303178788457535e-09,0
397,PHF21A,6.17672,,6.544694498432078e-10,6.5081092496830785e-09,0
398,STEAP4,6.1558833,,7.466028627512153e-10,7.40895361527704e-09,0
399,TLN1,6.101662,,1.0497115470425193e-09,1.0352699302762259e-08,0
400,BCL2L11,6.0788083,,1.2107883731997597e-09,1.1892467395661443e-08,0
401,NFIL3,6.0733194,,1.2529305222721321e-09,1.2281276119332756e-08,0
402,EPB41L3,6.039711,,1.5439040286547005e-09,1.5041320587481798e-08,0
403,NRG1,6.0082316,,1.8755788666332363e-09,1.8235638251901688e-08,0
404,SESTD1,6.0052066,,1.910882001703319e-09,1.8541345968042507e-08,0
405,DNAJC13,5.989747,,2.1016763590879594e-09,2.035151522721667e-08,0
406,NIBAN1,5.959724,,2.5266456645921906e-09,2.4368431982000585e-08,0
407,YWHAH,5.922867,,3.163768067620305e-09,3.0330495067425804e-08,0
408,MTF1,5.8774962,,4.165187247580303e-09,3.9614642277481574e-08,0
409,PID1,5.874471,,4.241949783644114e-09,4.0264989744748375e-08,0
410,PDLIM7,5.870438,,4.346444648907515e-09,4.117549043136646e-08,0
411,BASP1,5.864501,,4.504856811024352e-09,4.250850149970523e-08,0
412,ULK1,5.8502736,,4.907654636942792e-09,4.621855925732594e-08,0
413,KLHL18,5.8341417,,5.406819885864934e-09,5.0819874582797016e-08,0
414,RPS6KA4,5.810168,,6.241025662630741e-09,5.843205898170653e-08,0
415,ATP2B1,5.7997494,,6.6414138496180114e-09,6.20597484819364e-08,0
416,PPFIA1,5.7624445,,8.290440629436866e-09,7.716857818446758e-08,0
417,GALK1,5.740263,,9.45296521038057e-09,8.742827340652243e-08,0
418,WLS,5.71909,,1.0709615089969912e-08,9.854076873012545e-08,0
419,SH3TC1,5.7142725,,1.1017420366403795e-08,1.011791013763622e-07,0
420,YPEL2,5.686154,,1.2993229582407299e-08,1.1864350130095486e-07,0
421,ITGA5,5.669798,,1.4296599425504387e-08,1.3029709115881892e-07,0
422,TAGLN2,5.640783,,1.6927860110715752e-08,1.5340473983352406e-07,0
423,IFI30,5.636526,,1.7351488349940536e-08,1.566526288435421e-07,0
424,HLA-DPB1,5.6330533,,1.7704688560198443e-08,1.5954149935203213e-07,0
425,CPNE2,5.6128883,,1.9897708437259193e-08,1.7863307219468394e-07,0
426,SLC31A2,5.5802884,,2.401200850226442e-08,2.1476662353142645e-07,0
427,TGFB1,5.5501533,,2.854194405599729e-08,2.5480847081961894e-07,0
428,FPR2,5.548249,,2.8854524360239244e-08,2.5712111410432114e-07,0
429,IKBIP,5.4722943,,4.442460230833949e-08,3.936741049574807e-07,0
430,TLR5,5.4510093,,5.0084759113057465e-08,4.4220054783090994e-07,0
431,CLEC1B,5.420202,,5.953178057843289e-08,5.236834104729179e-07,0
432,PNPLA6,5.4011574,,6.621234735623719e-08,5.803246429781153e-07,0
433,SIGLEC14,5.386706,,7.176076066670013e-08,6.266671517857468e-07,0
434,CITED2,5.3398786,,9.30088954544112e-08,8.092784870788714e-07,0
435,ADAM8,5.3333807,,9.640078361694165e-08,8.372747987561858e-07,0
436,ITGB1,5.33058,,9.789945656007012e-08,8.487564798881169e-07,0
437,TSPAN4,5.317025,,1.0547758631275027e-07,9.128087334416928e-07,0
438,IER2,5.312992,,1.0783976283843104e-07,9.315726275413386e-07,0
439,PDK4,5.2694135,,1.3686033084340116e-07,1.1738217304300995e-06,0
440,CPNE8,5.2535057,,1.492310652502958e-07,1.277641366126864e-06,0
441,CD300C,5.23771,,1.6258136414180244e-07,1.3894631529770057e-06,0
442,HAL,5.227403,,1.7190716254070953e-07,1.458781098379908e-06,0
443,TM9SF4,5.18024,,2.2160055860160524e-07,1.8672762859008947e-06,0
444,ID2,5.139462,,2.755258922200689e-07,2.317602207238163e-06,0
445,PXK,5.1371098,,2.78996191726151e-07,2.342690050455775e-06,0
446,U1-11,5.1161604,,3.1181759332413537e-07,2.6137171042509986e-06,0
447,MEF2D,5.080648,,3.7614946292150615e-07,3.136537969465267e-06,0
448,SOS2,5.0801997,,3.77037842981209e-07,3.1384969841226116e-06,0
449,PTCH2,5.0574584,,4.248809504682026e-07,3.5245305787543646e-06,0
450,SLC22A15,5.0322523,,4.847505119956789e-07,4.014235705371114e-06,0
451,TMEM91,4.944199,,7.64575065767905e-07,6.255969405252551e-06,0
452,MPST,4.943527,,7.672171617766233e-07,6.266911612267214e-06,0
453,HSPA6,4.918881,,8.704033187848633e-07,7.097703124148894e-06,0
454,PIK3R5,4.905214,,9.332563934529437e-07,7.5973397589059124e-06,0
455,STX7,4.9038696,,9.396695264076642e-07,7.636603613089697e-06,0
456,OLIG1,4.883929,,1.0399271941216695e-06,8.437112015821585e-06,0
457,BPI,4.867573,,1.129772723684404e-06,9.150587507346025e-06,0
458,SNN,4.8499846,,1.2347114105977894e-06,9.9837018604397e-06,0
459,LUCAT1,4.842591,,1.2815711119193993e-06,1.0333655278271552e-05,0
460,HEPACAM,4.8424788,,1.282294096575025e-06,1.0333655278271552e-05,0
461,TFCP2,4.815368,,1.4692876719153158e-06,1.1761647813682104e-05,0
462,HLX,4.784785,,1.7117066141296394e-06,1.3679412425398765e-05,0
463,IGFBP7,4.7834406,,1.7231996969605396e-06,1.3748385622095468e-05,0
464,ADGRE2,4.744455,,2.0906839996280146e-06,1.6597611983823725e-05,0
465,FAM13A,4.7425504,,2.1104410588800734e-06,1.6726812550826718e-05,0
466,CYTOR,4.7307878,,2.236502607008547e-06,1.7696741386263675e-05,0
467,LINC02444,4.7217135,,2.3386588523252674e-06,1.841406306183321e-05,0
468,E2F3,4.6941547,,2.677110921884194e-06,2.0975797321060004e-05,0
469,PLCB1,4.6673803,,3.0506410334874414e-06,2.386356495739443e-05,0
470,EIF2AK1,4.658418,,3.1864819415397336e-06,2.4845247995479448e-05,0
471,P2RX1,4.562187,,5.0623495856928175e-06,3.9153727955044445e-05,0
472,AL021155.5,4.557482,,5.177052563656487e-06,3.997650074476222e-05,0
473,SMIM3,4.550312,,5.356635931543008e-06,4.1296825648797865e-05,0
474,FAM198B-AS1,4.5434785,,5.533341833806903e-06,4.252262532443929e-05,0
475,INAFM2,4.5425825,,5.556926170774515e-06,4.263564919845047e-05,0
476,TMEM164,4.54135,,5.589511804329921e-06,4.281726506570432e-05,0
477,PPM1A,4.539334,,5.643228651531576e-06,4.315991594475504e-05,0
478,ID1,4.5093102,,6.503869253004167e-06,4.9663090655292554e-05,0
479,EFR3A,4.50707,,6.572899927679679e-06,5.011053706769127e-05,0
480,SLC2A3,4.4975476,,6.8741786918602484e-06,5.2241582685134135e-05,0
481,GTPBP2,4.4836564,,7.337484233492614e-06,5.549911302907878e-05,0
482,CD300A,4.4800715,,7.461809145119736e-06,5.635073793083348e-05,0
483,IFITM3,4.4358206,,9.17221740643529e-06,6.894234773569437e-05,0
484,RUFY1,4.4059095,,1.0534094875455361e-05,7.85640647310747e-05,0
485,U47924.2,4.399972,,1.0826482080583548e-05,8.049472667653682e-05,0
486,PTGS2,4.379247,,1.1909005910010798e-05,8.840642254371231e-05,0
487,TCF7L2,4.3719654,,1.2313309630859029e-05,9.112608036520172e-05,0
488,ADM,4.326258,,1.516635707533838e-05,0.0001118955653346394,0
489,DNAJB6,4.312255,,1.615979633941955e-05,0.00011885988027294348,0
490,FADS1,4.2897377,,1.7888443023801142e-05,0.0001311728119745296,0
491,BHLHE40,4.27607,,1.902212623397106e-05,0.00013927328094780946,0
492,PMAIP1,4.268564,,1.9673503715398575e-05,0.00014382319382809643,0
493,TMTC2,4.2570257,,2.0716462957549934e-05,0.00015121758599561142,0
494,MBOAT1,4.230587,,2.330820204329143e-05,0.0001696201430514072,0
495,TIAM1,4.224426,,2.395508023683444e-05,0.00017406391887672586,0
496,RDX,4.1982117,,2.69031378580025e-05,0.00019489558240118552,0
497,FCHSD2,4.196531,,2.7103433250218275e-05,0.00019605088840481686,0
498,CCDC112,4.195859,,2.7183947764501002e-05,0.0001963375956584937,0
499,BAG4,4.1905937,,2.782255994026796e-05,0.00020064828137103153,0
500,SNCA,4.1827517,,2.8800186098233376e-05,0.00020707678717038158,0
501,CCL3,4.179167,,2.9257897197224427e-05,0.00021005333368949019,0
502,SGMS2,4.1640434,,3.126609013476449e-05,0.00022247560135892422,0
503,BTAF1,4.096939,,4.186490821203733e-05,0.00029440286111627424,0
504,COPS7A,4.07655,,4.5708804222467176e-05,0.00032002826046721554,0
505,CCDC50,4.0711727,,4.677702514246901e-05,0.0003265553077896492,0
506,SLC44A1,4.0652356,,4.798400449665151e-05,0.00033449517212977823,0
507,TPM4,4.031515,,5.5418392181328046e-05,0.0003846452856169344,0
508,BRD3,4.030507,,5.565666194241903e-05,0.0003857416267091466,0
509,HCAR2,4.010118,,6.068837825944688e-05,0.00041820126367306075,0
510,HVCN1,3.926322,,8.625469134403739e-05,0.0005843177468623577,0
511,RGL2,3.893162,,9.894604943203804e-05,0.0006646683572336764,0
512,TRIM25,3.8698604,,0.00010889771935902066,0.0007264385362241336,0
513,SOCS3,3.8452144,,0.00012044707928652485,0.0008023679914191108,0
514,PHACTR1,3.8423016,,0.00012188588285482781,0.000810816401798179,0
515,TST,3.768924,,0.000163952782514283,0.0010684738323149272,0
516,H1FX,3.7598498,,0.00017001538007675092,0.0011064822093612935,0
517,MARCH2,3.752008,,0.00017542390496332324,0.0011401366922041156,0
518,SIGLEC10,3.7324033,,0.00018966157650443348,0.0012293448744275222,0
519,CDK2AP1,3.7287064,,0.00019246528758277493,0.0012458366256874233,0
520,ZEB2-AS1,3.7092137,,0.00020790395479691425,0.0013403526105900392,0
521,PGRMC1,3.7060769,,0.00021049443052456655,0.0013552342490743875,0
522,GLA,3.6428936,,0.0002695902376511411,0.0017127538511090355,0
523,NRM,3.6384125,,0.0002743237174779459,0.001740497266336915,0
524,FCGR1B,3.6380765,,0.0002746818504858175,0.001740497266336915,0
525,STARD3NL,3.6259775,,0.000287870332287047,0.0018192647447035355,0
526,AL390728.6,3.6242971,,0.00028974829889248204,0.0018263268760900146,0
527,CDKN2D,3.5830712,,0.00033957794386595743,0.0021264574503105523,0
528,U2AF1,3.5766857,,0.000347978138453678,0.002176222654938822,0
529,ZBTB34,3.5380363,,0.0004031144941885293,0.0025112307595168692,0
530,VIM-AS1,3.5257134,,0.00042234371908767,0.0026242133024295977,0
531,FRMD4B,3.499051,,0.00046691726344467847,0.002886233740443746,0
532,JKAMP,3.490761,,0.0004816469020596382,0.002973457674283345,0
533,EAF1,3.4789982,,0.000503292025952087,0.003103095764631417,0
534,ABCD1,3.453344,,0.0005536824678324397,0.003400686563937606,0
535,AC127502.2,3.4435976,,0.0005740292794116387,0.003516661516599618,0
536,ARSD,3.4311626,,0.0006010001450454916,0.0036725237870909627,0
537,OLFM1,3.379182,,0.0007270182924595442,0.0043812658201796625,0
538,U1-10,3.3749251,,0.000738357846262382,0.0044384639994971475,0
539,EEA1,3.3641706,,0.0007677409665877858,0.004609324828151419,0
540,GPD2,3.3626022,,0.000772115601657433,0.0046298017912117986,0
541,UBE2E2,3.358233,,0.000784424409353112,0.004697743688432665,0
542,ZNF703,3.3354917,,0.0008514872783395449,0.005067773727217887,0
543,VNN3,3.3238409,,0.0008878686888648962,0.0052712401886503045,0
544,FAH,3.3131983,,0.0009223558377397753,0.005469228504523631,0
545,PES1P2,3.3034518,,0.0009550235968877037,0.005655953558386734,0
546,HBEGF,3.3030038,,0.0009565510258313306,0.005658022878162416,0
547,PARVB,3.295722,,0.0009816910166722775,0.005792459401814433,0
548,MAN2A1,3.280038,,0.0010379301917921326,0.006109287636247075,0
549,GBGT1,3.266483,,0.0010889235759686691,0.006393765202173005,0
550,RAB11A,3.26189,,0.0011067213348727278,0.006490332810004532,0
551,Z93241.1,3.2598734,,0.001114619633649401,0.006528680610265943,0
552,BCL10,3.253712,,0.0011390773978415484,0.006655704065490215,0
553,EREG,3.2530398,,0.0011417753176506326,0.006663361908476292,0
554,PFKFB3,3.2268255,,0.0012517180873799641,0.007269651721506611,0
555,BMP2K,3.2183113,,0.0012894775702119862,0.00747088150751287,0
556,TPST2,3.2064364,,0.0013438996078986298,0.007748799299804465,0
557,VPS18,3.203636,,0.0013570401059431695,0.007805824705203644,0
558,SEC16A,3.1886241,,0.0014295157994415044,0.00819327492209731,0
559,WDFY4,3.162186,,0.0015658959558467992,0.008890068884080587,0
560,TMEM52B,3.1611776,,0.0015713266001264564,0.008910367957978005,0
561,IMPACT,3.1558003,,0.0016005840450563696,0.009054894191290628,0
562,SRC,3.1385481,,0.001697870395805974,0.009571445435511847,0
563,ROCK2,3.1381001,,0.0017004682969057106,0.009574852555730514,0
564,ASAP1-IT2,3.1351874,,0.0017174439699199203,0.009659114036914962,0
565,CCNG2,3.1344032,,0.0017220408978490351,0.00967364027177651,0
566,DHX29,3.1305943,,0.0017445302127395237,0.009788526415640108,0
567,IRF7,3.1264493,,0.0017693105023269613,0.009915984063799762,0
568,ARHGAP18,3.1188314,,0.0018156982826143557,0.010164101225404138,0
569,HLA-DQB1,3.1025875,,0.0019183683885166888,0.010726336868504839,0
570,AC068050.1,3.0975463,,0.0019512993324392364,0.010885122756917134,0
571,PDP1,3.096538,,0.001957947480848386,0.010896896582288294,0
572,SLC15A4,3.0852232,,0.0020339938274562407,0.011293956477771473,0
573,PLIN2,3.0774934,,0.002087494350260654,0.011577638988801294,0
574,RILP,3.067523,,0.002158408243418253,0.011929614261378447,0
575,UBN2,3.0621457,,0.0021975642831441214,0.012118141506247088,0
576,GSE1,3.0536318,,0.0022608946750346695,0.012453070096549905,0
577,RRBP1,3.046238,,0.0023172440409285227,0.012734236989221617,0
578,VTI1B,3.0273054,,0.002467445735280916,0.013497883674890934,0
579,MARF1,3.0242805,,0.0024922515195248936,0.01361807058962237,0
580,GAS2L1,3.0189033,,0.0025369147358298857,0.013830648667640114,0
581,DUSP23,3.017559,,0.002548194338982609,0.013876391621466522,0
582,AC132872.4,2.997282,,0.002723985043963861,0.01473344613306129,0
583,CAPN1,2.9863036,,0.0028237227528259217,0.015204417468411325,0
584,EGR1,2.9779015,,0.0029022929355219437,0.015575098289733962,0
585,RNF103,2.959417,,0.003082217269495584,0.016448766161541433,0
586,NFIA,2.917855,,0.0035244822790605986,0.01868442426747026,0
587,DDX60L,2.9170709,,0.003533355731762797,0.018710813208000786,0
588,ADAM19,2.888392,,0.0038721712543134616,0.020392586112354776,0
589,ZBED1,2.876629,,0.00401947808222419,0.02109896527751124,0
590,UEVLD,2.867667,,0.004135106574534649,0.021658578928560438,0
591,VSTM1,2.8618414,,0.004211875052489534,0.0219887346490296,0
592,DMXL1,2.860049,,0.004235754884332741,0.022089392735559345,0
593,RRAS,2.847054,,0.00441258878572046,0.02293686573356642,0
594,SLC25A40,2.8359632,,0.004568770327728699,0.0236463403923286,0
595,PLEKHM2,2.8278973,,0.004685483461439648,0.024198254908918953,0
596,DYNC1LI2,2.8258808,,0.004715080388213613,0.02429885311651286,0
597,RIF1,2.8238642,,0.004744846449973595,0.02442604233571616,0
598,PTGS1,2.8164706,,0.004855449409887834,0.024968654727720845,0
599,OCEL1,2.8103092,,0.004949394596007677,0.025424537160026604,0
600,HDAC5,2.7989943,,0.00512620359052208,0.02627658041118202,0
601,USP21,2.776925,,0.005487583592653001,0.028009419761437157,0
602,GNG7,2.7704275,,0.005598276892224974,0.028544080587427335,0
603,PHLDA2,2.7586646,,0.005803806419589372,0.02949807643734154,0
604,RNF138,2.7547436,,0.005873813183757459,0.02979083919914158,0
605,TRAF7,2.7509348,,0.005942547671853248,0.03010679897377832,0
606,SLC25A46,2.7500386,,0.005958825465313906,0.030126567063055467,0
607,SKIL,2.7460055,,0.006032573859914641,0.03043534900122901,0
608,ATXN7L3B,2.734803,,0.006241764301052041,0.03142473159114565,0
609,RAP2C,2.7320023,,0.0062950720493731155,0.03165992780433411,0
610,ASL,2.731218,,0.006310071474845526,0.0317021687172417,0
611,ASCL2,2.7307699,,0.006318657010499336,0.031712131265860304,0
612,LYPLAL1,2.7134056,,0.006659551523257307,0.033214772550576165,0
613,TTLL4,2.6969378,,0.006998035035814075,0.03483063448395337,0
614,ELOVL1,2.6910002,,0.007123812600496174,0.035395205083689506,0
615,PPBP,2.6834946,,0.00728571705103277,0.03611279566162063,0
616,CDK19,2.6670265,,0.007652562696512314,0.03772284059379709,0
617,ELL2,2.6592968,,0.007830397535276007,0.03853422065771584,0
618,AL356512.1,2.652015,,0.008001300378878758,0.03933494955962607,0
619,IER5L,2.6417084,,0.008248903025524425,0.040441414944205556,0
620,CHML,2.6310658,,0.00851175336070217,0.04153189036715042,0
621,GGTA1P,2.6198633,,0.008796505029715873,0.04284950675225694,0
622,HIST2H2BE,2.6171746,,0.008866099391443462,0.04310108843836331,0
623,ANAPC13,2.6087725,,0.009086762778845785,0.04408456729979424,0
624,XPNPEP1,2.6058598,,0.00916439621991433,0.04441634212335876,0
625,ALCAM,2.598354,,0.00936718692970698,0.04535342623324861,0
626,LONRF1,2.594321,,0.009477794335908627,0.04579662595107559,0
627,HECTD3,2.5721397,,0.010107210240757874,0.04854493078636007,0
628,LRRC8C,2.5634017,,0.01036520830409261,0.04963518991481237,0
629,AC115220.2,2.5513027,,0.01073210801570663,0.05123888151037668,0
630,ARHGAP24,2.547942,,0.01083605298346594,0.051632502459907643,0
631,GPR27,2.536067,,0.011210528492277433,0.05336389330863083,0
632,ZNF185,2.5332663,,0.011300505892841409,0.05373894039932405,0
633,STRN,2.527777,,0.01147872355384727,0.0544785664319451,0
634,ALOX5AP,2.5226238,,0.01164829550758935,0.05522878906510528,0
635,FCER1A,2.5206072,,0.011715252381297666,0.05549147651614664,0
636,RAB3GAP1,2.5178065,,0.011808814375422569,0.05582454276097894,0
637,LRMP,2.5014505,,0.01236856771813693,0.058241402696285964,0
638,PRKD3,2.498762,,0.012462797665806212,0.05862763681573676,0
639,ETFA,2.4969695,,0.012525970295721585,0.05880961420366645,0
640,SOGA1,2.4747882,,0.013331519847198216,0.06210600371105047,0
641,GSK3B,2.4687388,,0.013559015902687087,0.06304351730939602,0
642,FAM110A,2.4611208,,0.013850366938472879,0.06421169151108613,0
643,GOLM1,2.4605608,,0.0138720063779268,0.06424999675330995,0
644,INTS1,2.457088,,0.014006838373960759,0.0648119891234427,0
645,ANXA4,2.44835,,0.014351222684662797,0.0662141427035883,0
646,TRIM21,2.4382675,,0.01475785143825134,0.06789459813977125,0
647,PHACTR2,2.4263926,,0.015249764416636799,0.06988990314227723,0
648,SNX4,2.4251602,,0.015301629636203557,0.07006075037434288,0
649,MBNL1-AS1,2.4039872,,0.016217342243562385,0.07369148041232747,0
650,PF4,2.402979,,0.016262124314482443,0.07382512578682342,0
651,ZNF592,2.4014106,,0.016332001310585525,0.07407233455594171,0
652,UBXN6,2.3870711,,0.016983206452435715,0.07688062261173302,0
653,MIEF1,2.3791173,,0.01735415814271689,0.07848589600703317,0
654,ZNF281,2.3778849,,0.017412260744993836,0.0786745892363174,0
655,MILR1,2.3595126,,0.018298966362917436,0.08221696486538115,0
656,BMPR2,2.333522,,0.019620754667362586,0.08758223482095027,0
657,TOR1B,2.3101087,,0.02088214481939339,0.09221206521322169,0
658,CRIM1,2.3101087,,0.02088214481939339,0.09221206521322169,0
659,CALHM6,2.3068597,,0.021062638656246926,0.09289610051970063,0
660,CDC34,2.2976735,,0.021580375419130163,0.09491807979677855,0
661,AL022098.1,2.2940886,,0.021785404449350742,0.09573220271750377,0
662,LINC01003,2.2922962,,0.021888553174856003,0.09609755109582575,0
663,SLFN12,2.2912881,,0.021946760872706694,0.09626510728000937,0
664,TP53INP1,2.282214,,0.022476718591486575,0.09832029088789619,0
665,TNK2,2.2815416,,0.02251641358107143,0.09840430794348141,0
666,AP000547.3,2.2757163,,0.022862996854881027,0.09973748764213768,0
667,COMMD5,2.274596,,0.022930176215011592,0.0999397789117066,0
668,AL132709.8,2.2723556,,0.023065049494220436,0.10034550065284488,0
669,RBBP6,2.2689946,,0.023268651106055187,0.10113966630079915,0
670,CITED4,2.261601,,0.023722074190066427,0.10283133784737279,0
